2019-09-12 14:54:54;INFO;Backup has 1 rows | Number urls left: 0
2019-09-12 14:54:54;INFO;Creating proxy pool
2019-09-12 14:54:55;INFO;Proxies loaded: 294
2019-09-12 14:54:55;INFO;Proxy: 103.102.139.186:39184
2019-09-12 14:54:55;INFO;UA: Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.133 Safari/537.36
2019-09-12 15:05:52;INFO;No Backup to load
2019-09-12 15:06:43;INFO;No Backup to load
2019-09-12 15:06:44;INFO;Creating proxy pool
2019-09-12 15:06:45;INFO;Proxies loaded: 300
2019-09-12 15:06:45;INFO;Proxy: 103.124.104.4:80
2019-09-12 15:06:45;INFO;"UA: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.67 Safari/537.36"
2019-09-12 15:06:58;INFO;Getting page: https://www.amazon.com/s?i=kitchen-intl-ship&bbn=16225011011&rh=n%3A%2116225011011%2Cn%3A1063306%2Cn%3A1063308&s=price-desc-rank&lo=list&dc&_encoding=UTF8&qid=1568105290&rnid=1063306&ref=sr_nr_n_1
2019-09-12 15:07:10;EXCEPTION;Page Inaccessible
2019-09-12 15:07:13;INFO;Kill task
2019-09-12 15:07:13;INFO;Proxy: 167.71.161.102:8080
2019-09-12 15:07:13;INFO;"UA: Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"
2019-09-12 15:07:15;INFO;Getting page: https://www.amazon.com/s?i=kitchen-intl-ship&bbn=16225011011&rh=n%3A%2116225011011%2Cn%3A1063306%2Cn%3A1063308&s=price-desc-rank&lo=list&dc&_encoding=UTF8&qid=1568105290&rnid=1063306&ref=sr_nr_n_1
2019-09-12 15:07:19;INFO;Waiting for elements
2019-09-12 15:07:19;INFO;Page successfully loaded in 25.6s
2019-09-12 15:07:19;INFO;Links extracted | page : https://www.amazon.com/s?i=kitchen-intl-ship&bbn=16225011011&rh=n%3A%2116225011011%2Cn%3A1063306%2Cn%3A1063308&s=price-desc-rank&lo=list&dc&_encoding=UTF8&qid=1568105290&rnid=1063306&ref=sr_nr_n_1
2019-09-12 15:07:21;INFO;Links extracted | page : https://www.amazon.com/s?i=kitchen-intl-ship&bbn=16225011011&rh=n%3A16225011011%2Cn%3A1063306%2Cn%3A1063308&s=price-desc-rank&lo=list&dc&page=2&_encoding=UTF8&qid=1568293635&rnid=1063306&ref=sr_pg_1
2019-09-12 15:07:25;INFO;Links extracted | page : https://www.amazon.com/s?i=kitchen-intl-ship&bbn=16225011011&rh=n%3A16225011011%2Cn%3A1063306%2Cn%3A1063308&s=price-desc-rank&lo=list&dc&page=3&_encoding=UTF8&qid=1568293639&rnid=1063306&ref=sr_pg_2
2019-09-12 15:07:29;INFO;Links extracted | page : https://www.amazon.com/s?i=kitchen-intl-ship&bbn=16225011011&rh=n%3A16225011011%2Cn%3A1063306%2Cn%3A1063308&s=price-desc-rank&lo=list&dc&page=4&_encoding=UTF8&qid=1568293642&rnid=1063306&ref=sr_pg_3
2019-09-12 15:07:32;INFO;Links extracted | page : https://www.amazon.com/s?i=kitchen-intl-ship&bbn=16225011011&rh=n%3A16225011011%2Cn%3A1063306%2Cn%3A1063308&s=price-desc-rank&lo=list&dc&page=5&_encoding=UTF8&qid=1568293645&rnid=1063306&ref=sr_pg_4
2019-09-12 15:07:35;INFO;Links extracted | page : https://www.amazon.com/s?i=kitchen-intl-ship&bbn=16225011011&rh=n%3A16225011011%2Cn%3A1063306%2Cn%3A1063308&s=price-desc-rank&lo=list&dc&page=6&_encoding=UTF8&qid=1568293650&rnid=1063306&ref=sr_pg_5
2019-09-12 15:08:11;INFO;Backup has 97 rows | Number urls left: 11
2019-09-12 15:08:16;INFO;Creating proxy pool
2019-09-12 15:08:16;INFO;Proxies loaded: 300
2019-09-12 15:08:16;INFO;Proxy: 201.151.79.30:8080
2019-09-12 15:08:16;INFO;"UA: Mozilla/5.0 (Linux; Android 7.1; Mi A1 Build/N2G47H) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.83 Mobile Safari/537.36"
